No.	NAME	MW	AMW	nTA	nBM	RBN	nF	N%	O%	D/Dtr05	D/Dtr09	D/Dtr10	MAXDP	X2v	Yindex	IC3	CIC5	VR1_D/Dt	ATSC2m	ATSC3m	ATSC1p	GATS6e	P_VSA_LogP_1	P_VSA_LogP_2	P_VSA_LogP_3	P_VSA_LogP_8	P_VSA_MR_3	P_VSA_MR_5	P_VSA_MR_7	P_VSA_v_3	P_VSA_p_4	P_VSA_s_1	P_VSA_s_3	P_VSA_s_5	P_VSA_ppp_D	SpDiam_EA(dm)	Chi1_EA(dm)	SM13_AEA(dm)	SM14_AEA(dm)	SM15_AEA(dm)	SM02_AEA(ri)	SM03_AEA(ri)	SM04_AEA(ri)	SM05_AEA(ri)	SM06_AEA(ri)	SM10_AEA(ri)	nCp	nCs	H-046	H-047	H-051	H-052	SaaN	SssO	CATS2D_02_AA	CATS2D_02_AL	CATS2D_03_AL	CATS2D_05_AL	CATS2D_04_LL	T(N..Cl)	T(O..F)	T(O..Cl)	T(F..Cl)	F01[C-N]	F03[C-O]	F03[C-Cl]	MLOGP2
111	c1cc(ccc1[N](=O)[O])O	139.120	9.275	3	7	1	0	6.7	20.0	0.000	0.000	0.000	3.036	1.774	1.597	3.374	0.533	9.534	2.725	4.928	1.228	0.352	6.545	0.000	37.905	0.000	0.000	0.000	6.545	40.662	0.000	0.000	2.757	0.000	42.683	2.393	7.733	2.275	-0.500	-2.000	-3.000	-3.010	-5.275	-5.487	0.000	0.000	0	0	0	4	0	0	0.000	0.000	1	4	8	0	0	0	0	0	0	1	6	0	0.613
112	Cc1ccc(cc1)[N](=O)[O]	137.150	8.068	3	7	1	0	5.9	11.8	0.000	0.000	0.000	3.118	2.093	1.597	3.337	0.750	9.534	5.215	6.089	1.505	2.251	15.370	0.000	37.905	0.000	0.000	8.825	6.545	52.673	0.000	0.000	5.942	0.000	0.000	2.393	8.041	2.275	-0.500	-2.000	-3.000	-3.010	-5.275	-5.487	0.000	0.000	1	0	3	4	0	0	0.000	0.000	1	2	6	3	0	0	0	0	0	1	4	0	2.810
113	c1ccc(cc1)/C=C(/C(=O)N)\N	162.210	7.373	3	8	2	0	9.1	4.5	0.000	0.000	0.000	3.533	2.375	1.293	3.789	0.545	11.644	6.639	9.071	1.744	1.594	0.000	65.794	56.857	0.000	0.000	65.794	12.233	67.504	0.000	0.000	10.647	0.000	65.794	1.960	3.149	2.235	2.136	-0.531	-2.000	-2.254	-2.347	-4.144	-4.789	0.000	0	0	0	6	0	0	0.000	0.000	0	0	1	2	1	0	0	0	0	2	1	0	0.570
114	CCC=O	58.090	5.809	2	1	1	0	0.0	10.0	0.000	0.000	0.000	2.174	0.575	3.132	2.314	0.000	na	3.333	3.219	0.908	0.000	8.825	2.535	0.000	0.000	0.000	11.360	11.424	22.784	0.000	0.000	2.535	0.000	0.000	2.555	1.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	1	3	0	2	0	0.000	0.000	0	1	1	0	0	0	0	0	0	0	1	0	0.041
115	CCC(=O)O	74.090	6.735	3	1	1	0	0.0	18.2	0.000	0.000	0.000	2.368	0.747	3.916	2.845	2.634	na	4.049	4.717	0.895	0.000	8.825	2.535	0.000	0.000	0.000	11.360	0.000	12.270	0.000	0.000	3.444	0.000	42.683	3.925	1.893	-3.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	1	3	0	2	0	0.000	0.000	1	2	2	0	0	0	0	0	0	0	2	0	0.018
116	CCCN	59.130	4.548	2	0	1	0	7.7	0.0	0.000	0.000	0.000	1.028	0.789	3.132	2.873	2.797	na	3.874	3.450	1.001	0.000	8.825	37.537	0.000	0.000	0.000	46.363	0.000	13.465	0.000	0.000	4.640	0.000	32.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	1	3	2	0	2	0.000	0.000	0	0	0	0	0	0	0	0	0	1	0	0	0.120
117	C[C@H](CO)O	76.110	5.855	3	0	1	0	0.0	15.4	0.000	0.000	0.000	2.111	1.032	3.916	3.181	2.643	na	5.095	6.147	0.963	0.000	8.825	0.000	85.367	0.000	85.367	8.825	0.000	8.825	0.000	0.000	0.000	0.000	85.367	0.000	0.822	-3.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	1	0	3	0	3	0.000	0.000	0	1	1	0	0	0	0	0	0	0	1	0	0.285
118	CC1CO1	58.090	5.809	1	0	0	0	0.0	10.0	0.000	0.000	0.000	1.208	1.144	0.000	2.646	2.336	3.739	3.805	2.847	0.959	0.000	8.825	4.592	0.000	0.000	11.000	13.418	0.000	13.418	0.000	0.000	4.592	0.000	0.000	1.720	4.792	-3.623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	1	0	3	0	3	0.000	4.708	0	1	0	0	0	0	0	0	0	0	0	0	0.002
119	c1c[nH]nc1	68.090	7.566	0	5	0	0	22.2	0.0	9.167	0.000	0.000	0.597	0.766	3.125	3.170	-0.000	na	2.820	2.873	0.554	0.000	0.000	0.000	18.524	0.000	0.000	25.710	16.663	27.571	0.000	0.000	0.000	16.663	16.663	0.000	0.000	-3.236	-3.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	1	0	0	3.597	0.000	0	1	0	0	0	0	0	0	0	2	0	0	0.134
120	C[O][Na]	54.031	9.005	2	0	0	0	0.0	16.7	0.000	0.000	0.000	0.889	1.225	0.000	0.931	0.000	na	2.784	2.326	38.904	0.000	10.883	0.000	0.000	0.000	0.000	0.000	0.000	10.883	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	3	0	0	0.000	4.389	0	0	0	0	0	0	0	0	0	0	0	0	0.663
121	CC(C)(C)N	73.160	4.573	4	0	0	0	6.3	0.0	0.000	0.000	0.000	1.354	2.366	0.000	1.545	0.000	na	5.511	6.506	1.352	0.000	26.476	32.897	0.000	0.000	0.000	59.373	0.000	26.476	0.000	0.000	0.000	0.000	32.897	0.000	7.500	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3	0	0	0	0	9	0.000	0.000	0	0	0	0	0	0	0	0	0	1	0	0	0.640
122	CCO[Si](OCC)(OCC)OCC	208.370	6.314	4	0	8	0	0.0	12.1	0.000	0.000	0.000	1.923	4.387	2.695	2.286	2.911	na	19.031	23.391	4.269	0.066	35.301	18.370	0.000	0.000	0.000	53.670	0.000	53.670	0.000	0.000	18.370	0.000	0.000	0.000	6.977	2.200	1.094	-0.656	-0.656	-0.656	-1.735	-5.544	-5.544	0.000	4	0	0	8	0	12	0.000	21.692	6	4	0	0	0	0	0	0	0	0	12	0	0.063
123	C1CCOC1	72.120	5.548	0	0	0	0	0.0	7.7	9.167	0.000	0.000	1.444	1.319	3.125	2.162	1.538	na	6.131	5.468	1.305	0.000	0.000	14.254	0.000	0.000	11.000	14.254	0.000	14.254	0.000	0.000	14.254	0.000	0.000	1.720	3.488	-3.236	-3.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	2	0	4	0	4	0.000	4.944	0	2	0	0	0	0	0	0	0	0	0	0	0.166
124	C(=O)(C(Cl)(Cl)Cl)O	163.380	20.422	5	1	0	0	0.0	25.0	0.000	0.000	0.000	2.625	3.084	4.656	2.031	0.000	na	9.110	4.492	0.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	117.446	118.356	0.000	0.000	0.910	0.000	42.683	4.565	3.133	-3.000	-3.000	-6.155	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	1	0	6	0	0	0	0	18	0	0	0	0	0.991
125	B(Cl)(Cl)Cl	117.160	29.290	3	0	0	0	0.0	0.0	0.000	0.000	0.000	0.694	2.227	0.000	0.000	0.000	na	0.789	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	1.860
126	C(Cl)(Cl)Cl	119.370	23.874	3	0	0	0	0.0	0.0	0.000	0.000	0.000	0.694	2.227	0.000	0.000	0.000	na	8.292	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	117.446	117.446	0.000	0.000	0.000	0.000	0.000	2.490	1.807	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	3.301
127	CCN(CC)CC	101.220	4.601	3	0	3	0	4.5	0.0	0.000	0.000	0.000	0.375	1.620	2.933	2.025	3.029	na	7.837	8.214	1.850	0.000	26.476	6.317	0.000	0.000	0.000	35.917	0.000	32.793	0.000	0.000	6.317	0.000	0.000	1.200	9.053	-0.464	-3.791	-3.791	0.000	0.000	0.000	0.000	0.000	0.000	3	0	0	6	0	9	0.000	0.000	0	3	0	0	3	0	0	0	0	3	0	0	2.519
128	C(=O)(C(F)(F)F)O	114.030	14.254	5	1	0	3	0.0	25.0	0.000	0.000	0.000	2.579	0.803	4.656	2.031	0.000	na	0.971	0.711	0.602	0.000	0.000	0.000	0.000	7.760	0.000	7.760	0.000	8.669	0.000	0.000	0.910	0.000	42.683	5.735	2.322	-3.000	-3.000	-6.155	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	1	0	0	0	0	0	18	0	0	0	0	0	0.134
129	C(F)(F)F	70.020	14.004	3	0	0	3	0.0	0.0	0.000	0.000	0.000	1.667	0.247	0.000	0.000	0.000	na	1.869	0.000	0.284	0.000	0.000	0.000	0.000	14.050	0.000	14.050	0.000	14.050	0.000	0.000	0.000	0.000	0.000	4.530	0.993	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	1.243
130	B(OC)(OC)OC	103.930	6.496	3	0	3	0	0.0	18.8	0.000	0.000	0.000	1.104	0.996	2.933	1.623	3.080	na	7.504	3.657	1.424	0.000	32.649	0.000	0.000	0.000	0.000	0.000	0.000	32.649	0.000	0.000	0.000	0.000	0.000	0.000	3.488	-0.464	-3.791	-3.791	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	9	0	0	0.000	13.812	3	0	0	0	0	0	0	0	0	0	6	0	1.876
131	CN(C)C	59.130	4.548	3	0	0	0	7.7	0.0	0.000	0.000	0.000	0.000	1.342	0.000	0.855	0.000	na	4.028	3.295	0.779	0.000	25.189	0.000	0.000	0.000	0.000	3.124	0.000	25.189	0.000	0.000	0.000	0.000	0.000	1.200	3.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	9	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	3	0	0	0.120
132	CC(=O)OC=C	86.100	7.175	3	2	2	0	0.0	16.7	0.000	0.000	0.000	2.750	0.776	2.636	3.022	1.459	na	4.260	4.371	1.021	0.000	8.825	27.301	0.000	0.000	0.000	8.825	0.000	43.318	0.000	0.000	7.191	0.000	0.000	4.174	2.837	-2.000	-3.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	2	3	0	0.000	4.167	1	3	0	0	1	0	0	0	0	0	1	0	0.229
133	C(CO)NCCO	105.160	5.842	2	0	4	0	5.6	11.1	0.000	0.000	0.000	2.149	1.197	1.730	2.837	1.565	na	7.414	8.377	1.207	1.237	0.000	4.211	103.377	0.000	85.367	22.222	0.000	4.211	0.000	0.000	4.211	18.011	103.377	0.800	5.317	-0.586	-2.000	-3.414	0.000	0.000	0.000	0.000	0.000	0.000	2	0	0	8	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	2	0	0	0.840
134	C(COCCO)O	106.140	6.244	2	0	4	0	0.0	17.6	0.000	0.000	0.000	2.086	1.060	1.730	2.676	1.652	na	7.474	8.147	1.193	0.927	0.000	9.185	85.367	0.000	96.367	9.185	0.000	9.185	0.000	0.000	9.185	0.000	85.367	1.720	2.807	-0.586	-2.000	-3.414	0.000	0.000	0.000	0.000	0.000	0.000	2	0	0	8	0	0	0.000	4.632	0	0	0	0	0	0	0	0	0	0	0	0	0.840
135	CCC(C)O	74.140	4.943	3	0	1	0	0.0	6.7	0.000	0.000	0.000	2.361	1.257	3.916	3.140	2.718	na	5.333	5.802	1.353	0.000	17.650	2.535	42.683	0.000	42.683	20.185	0.000	20.185	0.000	0.000	2.535	0.000	42.683	0.000	1.163	-3.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	2	3	1	0	5	0.000	0.000	0	2	1	0	0	0	0	0	0	0	1	0	0.640
136	CC=O	44.060	6.294	2	1	0	0	0.0	14.3	0.000	0.000	0.000	1.806	0.236	0.000	1.326	0.000	na	2.158	1.647	0.559	0.000	8.825	0.000	0.000	0.000	0.000	8.825	11.424	20.249	0.000	0.000	0.000	0.000	0.000	2.555	0.783	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	3	0	0.000	0.000	0	1	0	0	0	0	0	0	0	0	0	0	0.101
137	CC(=O)O	60.060	7.507	3	1	0	0	0.0	25.0	0.000	0.000	0.000	2.000	0.519	0.000	2.031	0.000	na	2.720	2.881	0.537	0.000	8.825	0.000	0.000	0.000	0.000	8.825	0.000	9.735	0.000	0.000	0.910	0.000	42.683	3.925	1.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	3	0	0.000	0.000	1	2	0	0	0	0	0	0	0	0	0	0	0.149
138	CC(=O)C	58.090	5.809	3	1	0	0	0.0	10.0	0.000	0.000	0.000	2.444	0.908	0.000	1.239	0.000	na	3.339	3.272	0.908	0.000	17.650	0.000	0.000	0.000	0.000	17.650	0.000	22.784	0.000	0.000	5.133	0.000	0.000	3.677	1.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0	0	0	6	0	0.000	0.000	0	2	0	0	0	0	0	0	0	0	0	0	0.041
139	C=CCCl	76.530	8.503	2	1	0	0	0.0	0.0	0.000	0.000	0.000	0.957	0.752	3.132	2.373	0.000	na	5.412	4.341	0.857	0.000	0.000	18.616	9.476	0.000	0.000	2.850	48.625	67.241	0.000	0.000	2.850	0.000	0.000	2.060	1.942	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	5	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	1	2.795
140	CCCCOC(=O)C=C	128.190	6.104	3	2	5	0	0.0	9.5	0.000	0.000	0.000	3.346	1.725	1.787	3.785	0.607	na	8.366	9.334	2.033	0.819	8.825	25.428	9.476	0.000	0.000	18.487	9.476	50.921	0.000	0.000	16.853	0.000	0.000	3.349	3.261	0.313	-0.654	-2.417	-3.006	-4.386	0.000	0.000	0.000	0.000	1	2	5	5	0	2	0.000	4.675	1	3	3	1	1	0	0	0	0	0	4	0	2.621
141	C(Cl)(Cl)(Cl)Cl	153.810	30.762	4	0	0	0	0.0	0.0	0.000	0.000	0.000	0.715	3.857	0.000	0.000	0.000	na	0.914	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	156.595	0.000	0.000	0.000	0.000	0.000	3.320	2.410	-3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	4.957
142	C(F)(F)Cl	86.470	17.294	3	0	0	2	0.0	0.0	0.000	0.000	0.000	2.099	0.577	0.000	0.000	0.000	na	2.885	0.000	0.532	0.000	0.000	0.000	0.000	8.430	0.000	8.430	39.149	47.578	0.000	0.000	0.000	0.000	0.000	4.596	0.983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	4	0	0	0	1.860
143	C(Cl)Cl	84.930	16.986	2	0	0	0	0.0	0.0	0.000	0.000	0.000	0.653	0.909	0.000	0.000	0.000	na	12.313	0.000	0.261	0.000	0.000	3.165	0.000	0.000	0.000	3.165	0.000	81.462	0.000	0.000	3.165	0.000	0.000	2.400	0.833	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	1.860
144	CCOCC	74.140	4.943	2	0	2	0	0.0	6.7	0.000	0.000	0.000	1.333	0.781	2.340	2.073	2.482	na	5.420	4.559	1.254	0.000	17.650	9.185	0.000	0.000	11.000	26.835	0.000	26.835	0.000	0.000	9.185	0.000	0.000	1.720	3.488	-2.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0	0	4	0	6	0.000	4.833	0	2	0	0	1	0	0	0	0	0	0	0	0.640
145	C1C(O1)CCl	92.530	9.253	1	0	0	0	0.0	10.0	0.000	0.000	0.000	1.226	1.418	2.983	2.922	2.061	4.716	6.721	6.509	1.043	0.000	0.000	7.442	0.000	0.000	11.000	7.442	39.149	46.591	0.000	0.000	7.442	0.000	0.000	1.720	3.991	-3.000	-4.455	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	1	0	5	0	0	0.000	4.726	0	0	1	0	0	0	0	3	0	0	0	1	0.166
146	C(C(CO)O)O	92.110	6.579	3	0	2	0	0.0	21.4	0.000	0.000	0.000	2.167	1.019	3.135	2.807	2.217	na	5.759	7.735	0.932	0.000	0.000	0.000	128.050	0.000	128.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	128.050	0.000	0.581	-2.653	-3.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	1	0	5	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	2	0	1.876
147	C(C(F)(F)F)(F)(F)F	138.020	17.252	6	0	0	6	0.0	0.0	0.000	0.000	0.000	2.437	0.996	4.976	0.311	0.000	na	0.508	0.191	0.784	0.000	0.000	0.000	0.000	15.519	0.000	15.519	0.000	15.519	0.000	0.000	0.000	0.000	0.000	4.530	3.134	-3.000	-3.000	-3.000	-7.817	0.000	0.000	0.000	0.000	0.000	2	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	4.957
148	C1=CC(=O)OC1=O	98.060	10.896	2	3	0	0	0.0	33.3	15.767	0.000	0.000	2.924	1.073	2.393	2.281	0.889	6.725	0.850	2.387	0.787	0.000	0.000	0.000	18.952	0.000	0.000	0.000	18.952	33.335	0.000	0.000	14.383	0.000	0.000	3.859	3.309	-1.328	-2.408	-4.473	-5.041	0.000	0.000	0.000	0.000	0.000	0	0	0	2	0	0	0.000	3.972	2	4	2	0	0	0	0	0	0	0	4	0	0.252
149	CCl	50.490	10.098	2	0	0	0	0.0	0.0	0.000	0.000	0.000	0.528	0.000	0.000	0.000	0.000	0.816	6.510	0.000	0.469	0.000	9.140	0.000	0.000	0.000	0.000	0.000	39.149	48.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	0	3	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0.713
150	CCCC	58.140	4.153	2	0	1	0	0.0	0.0	0.000	0.000	0.000	0.181	1.000	3.132	1.842	3.283	na	3.801	3.236	1.370	0.000	17.650	5.069	0.000	0.000	0.000	22.719	0.000	22.719	0.000	0.000	5.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	2	10	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	7.447
151	NN	32.060	5.343	2	0	0	0	33.3	0.0	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.816	1.302	0.521	0.080	0.000	0.000	0.000	65.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	65.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	4.523
152	C(C(CO)(CO)CO)O	136.170	6.484	4	0	4	0	0.0	19.0	0.000	0.000	0.000	2.497	2.132	3.634	2.107	2.951	na	8.965	11.908	1.647	0.000	0.000	0.000	170.733	0.000	170.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	170.733	0.000	6.977	0.828	-0.325	-4.828	-4.828	-4.828	0.000	0.000	0.000	0.000	4	0	0	8	0	0	0.000	0.000	0	4	0	0	0	0	0	0	0	0	12	0	1.729
153	CCCCC	72.170	4.245	2	0	2	0	0.0	0.0	0.000	0.000	0.000	0.212	1.354	2.340	2.352	2.703	na	5.042	4.726	1.720	0.000	17.650	7.604	0.000	0.000	0.000	25.254	0.000	25.254	0.000	0.000	7.604	0.000	0.000	0.000	0.000	-2.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	3	12	0	0	0	0.000	0.000	0	0	0	0	1	0	0	0	0	0	0	0	9.850
154	NN	32.060	5.343	2	0	0	0	33.3	0.0	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.816	1.302	0.521	0.080	0.000	0.000	0.000	65.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	65.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	4.523
155	c1cc(ccc1N)N	108.160	6.760	2	6	0	0	12.5	0.0	0.000	0.000	0.000	1.371	1.667	1.848	2.250	1.750	7.540	5.172	6.592	1.170	4.639	0.000	0.000	103.699	0.000	0.000	0.000	0.000	43.418	0.000	0.000	5.513	0.000	65.794	0.000	5.000	0.000	-2.275	-3.000	-3.623	-5.275	0.000	0.000	0.000	0.000	0	0	0	4	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	2	0	0	0.798
156	CC=C	42.090	4.677	2	1	0	0	0.0	0.0	0.000	0.000	0.000	0.361	0.408	0.000	2.067	0.000	na	2.051	1.398	0.852	0.000	8.825	15.767	9.476	0.000	0.000	8.825	9.476	34.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0	3	3	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	1.486
157	C=Cc1ccccc1	104.160	6.510	1	7	1	0	0.0	0.0	0.000	0.000	0.000	0.631	1.615	1.782	3.203	0.625	7.596	5.033	6.082	1.534	0.703	0.000	15.767	56.857	0.000	0.000	0.000	9.476	75.810	0.000	0.000	3.186	0.000	0.000	0.000	0.000	0.604	-1.393	-2.347	-4.096	-4.789	0.000	0.000	0.000	0.000	0	0	0	8	0	0	0.000	0.000	0	0	0	0	3	0	0	0	0	0	0	0	8.130
158	C(=C(Cl)Cl)(Cl)Cl	165.820	27.637	4	1	0	0	0.0	0.0	0.000	0.000	0.000	0.883	2.420	3.971	0.390	0.000	na	4.232	1.693	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	164.226	0.000	0.000	7.631	0.000	0.000	2.400	3.333	-2.000	-4.745	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	6.047
159	C(C(F)(F)F)F	102.040	12.755	4	0	0	4	0.0	0.0	0.000	0.000	0.000	2.410	0.749	5.184	1.406	0.000	na	3.035	3.862	0.737	0.000	0.000	8.470	0.000	7.760	0.000	16.229	0.000	16.229	0.000	0.000	8.470	0.000	0.000	4.530	1.696	-3.000	-4.381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0	0	2	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	3.301
160	Cc1ccccc1	92.150	6.143	1	6	0	0	0.0	0.0	0.000	0.000	0.000	0.083	1.655	2.022	2.873	0.850	6.593	5.171	5.682	1.527	0.000	8.825	0.000	47.381	0.000	0.000	8.825	0.000	59.392	0.000	0.000	3.186	0.000	0.000	0.000	1.471	-0.838	-2.347	-3.206	-4.789	0.000	0.000	0.000	0.000	0.000	1	0	3	5	0	0	0.000	0.000	0	0	0	0	1	0	0	0	0	0	0	0	6.802
161	C(=C(Cl)Cl)Cl	131.380	21.897	3	1	0	0	0.0	0.0	0.000	0.000	0.000	0.846	1.625	3.916	1.390	0.000	na	7.455	6.472	0.021	0.000	0.000	9.791	0.000	39.149	0.000	0.000	39.149	131.053	0.000	0.000	3.816	0.000	0.000	2.400	1.751	-3.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	4.332
162	C(C(CCl)Cl)Cl	147.430	13.403	3	0	0	0	0.0	0.0	0.000	0.000	0.000	1.275	2.140	3.135	2.054	0.000	na	13.184	23.269	0.825	0.000	0.000	5.699	0.000	0.000	0.000	5.699	117.446	123.145	0.000	0.000	5.699	0.000	0.000	0.000	0.321	-2.653	-3.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	1	0	5	0	0	0.000	0.000	0	0	0	0	1	0	0	0	0	0	0	2	6.781
163	c1c(cc(cc1C(=O)Cl)C(=O)Cl)C(=O)Cl	265.470	14.748	6	9	3	0	0.0	16.7	0.000	0.000	0.000	3.852	3.650	1.540	2.585	1.585	na	3.978	6.098	0.793	0.924	0.000	0.000	28.429	0.000	0.000	0.000	0.000	171.777	0.000	0.000	25.902	0.000	0.000	3.870	3.731	3.309	2.461	2.461	-1.953	-1.953	-2.000	-2.000	-2.000	-6.000	0	0	0	3	0	0	0.000	0.000	0	6	6	3	6	0	0	42	0	0	6	6	3.789
164	C=CCl	62.500	10.417	2	1	0	0	0.0	0.0	0.000	0.000	0.000	0.651	0.463	0.000	1.390	0.000	na	2.834	4.492	0.493	0.000	0.000	25.558	0.000	39.149	0.000	0.000	39.149	64.707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	2	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	1.486
165	C=CF	46.050	7.675	2	1	0	1	0.0	0.0	0.000	0.000	0.000	2.056	0.154	0.000	1.390	0.000	na	1.773	1.663	0.538	0.000	0.000	31.179	0.000	0.000	0.000	0.000	0.000	31.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	2	0	0	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0.940
166	Cc1ccccc1C	106.180	5.899	2	6	0	0	0.0	0.0	0.000	0.000	0.000	0.120	2.084	2.091	2.642	1.528	7.711	6.483	7.125	1.894	0.000	17.650	0.000	37.905	0.000	0.000	17.650	0.000	61.927	0.000	0.000	6.371	0.000	0.000	0.000	2.080	0.000	-1.645	-3.451	-3.464	-5.792	0.000	0.000	0.000	0.000	2	0	6	4	0	0	0.000	0.000	0	0	0	0	2	0	0	0	0	0	0	0	8.653
